enojed_most,enjoyed_least
I like how well the slides are put together. They're informative but also simplistic. ,Some of the assignments felt quite lengthly. I think it could be shortened while still reinforce the concepts we need to learn
"I love the lectures, you are such a wonderful lecturer",I think the quizzes are annoying to do because they are so subjective.
I like the structure of the labs and assignments I think they are very conducive to learning.  ,N/A
I liked learning about data visualization techniques (using matplotlib)!,"I think some discussion lab assignments have been pretty difficult (especially number 3) and it required a lot of reading up on documentation to understand how to properly pass each test. However, other than that nothing has been unpleasant."
Learning about data filtering and sorting,n/a
What I have enjoyed most about COGS 108 so far is gaining a deeper understanding of data and its practical applications,"So far, there’s nothing I’m dissatisfied with, but having more resources for basic practice coding exercises would make it even better."
I enjoy learning more about data science in our lectures and also being able to work and meet new people in our groups. ,Sometimes the assignments can feel pretty difficult but I understand that working through them furthers my understandings on data science.
"I enjoy the lectures. I like the content, but it is heightened by Prof Ellis' slides and the way she teaches. I like the discussions during the lectures and even filling out and talking about the google forms in between. ","The discussion sessions are not the most helpful. They aren't cohesive and usually don't share slides/ what the discussion was about.
Additionally, I understand the main focus being the group project, however, it is just a little difficult when you do not know many people in the class, hence resulting in a group created through Ed where most people do not contribute/ maintain the enthusiasm they first displayed online. (this is not a criticism of the course directly, since i'm sure there are many groups so they each have good/ bad experiences)"
Group Projects and the creative freedom we are given,A lot of work
I like how hands-on the homeworks are and it helps me to understand how the analysis take place in a straight-forward way. ,I think the instructions on the labs and assignments sometimes are a bit confusing as of what we are asked to do. 
I've enjoyed the the assignments the most. I feel like I learn the most trying to assignments on my own and jupyter notebook makes it so helpful when you can easily visualize your data.,"I feel like it would be more helpful if the discussions were more collaborative. For example, if they showed examples that are similar to the problems we are working on in the discussion assignments on the projector."
"I like how flexible the class is, such as the flexibility with attendance for lecture and lab. We have the choice of whichever time slot best suits our needs. It's also great for group projects.","I find Ed to be a little frustrating to use for course communication. Especially since when trying to check if your question has already been answered through the topic filters, most of the posts are not labeled correctly. I end up having to populate all the posts and filter through them manually."
"Sunday deadlines, gives space to complete early if possible, but alse delay if needed.","Labs sometimes have too much work, it should have the minimum required to know the material for the assignment, or maybe help in the project, not be an assignment itself."
the detailed explanations for why the things we learn in data science are important because it really highlights the application of the class,the group project work and how it is not possible to do during class and makes the class' lecture and class work feel more disconnected 
"Professor Ellis, she is a great lecturer and is great at communicating stuff related to the class and non-related stuff as well! ","Some of the assert tests for discussion assignments have been extreme and unclear, makes  the assignments a little more tedious and hard than they should be."
"Getting more familiar with data wrangling and pandas operations. I also really liked learning about the different statistical tests I could use to learn more about my data--I kinda fell into data science and this is the first class that I took that formalizes a lot of what I've done before, and a gap in toolkit has always been the statistics part. Also, the flow chart of defining what kind of data science projects we could do was great! I think letting us know key terms we can look up on our own to optionally deepen our knowledge is great.",n/a
I enjoyed looking at previous projects the most. ,I think it would be the discussion questions. 
I have enjoyed the coding labs. I find them very interesting and love to learn about other statistics while coding.,I have least liked trying to learn github. I have found the platform difficult and just confusing overall to use
Learning to be a great data analyst,Nothing
"I really like the lectures, they are engaging and very interesting. I like the example illustrated in the lecture. The labs are interesting since we get to work with actual data sets and get to interpret them at the end and also search and learn some new stuff when completing the lab.  ",This not a dislike but overall maybe too broad so spend little time in each time. I feel like we go from a topic to another very quickly which is reasonable due to nature of the course and time constraints we have. 
I enjoy the way the class is structured. It is very convienient to know everything is due on the same day.,"I wish we could go over how github works more in detail especially because we are all at different levels, and sometimes I feel like I am a burden for my group since they know a lot more than I do."
I really enjoy the format of having projects instead of exams. ,"I'm not really a big fan having to go to like 4 different plaforms to keep updated: canvas, ed, github, datahub"
"I enjoy the practical nature of the class, and the freedom given to the students to explore something they are interested in.","In one of the labs, one of the instructions was unclear and I spent way too long trying to understand what it is the lab wanted me to do."
I enjoy the fact that my level of understanding the topics in this course has increased this time around. (It's still challenging though!),"It's not what I like least about the course per se but what I like least about data science/programming/computer work in general: that it is time consuming, tedious, and I sit for long periods of time in front of a screen which is perhaps my least favorite thing to do in life. I just don't like staring at screens (it's one of the reasons why I don't use/like social media). "
"I liked the assignments so far, they make me feel like I am able to use the knowledge from the course for something.","For me, I think the sections have felt kind of useless for me."
Working in with my group on the project because it has allowed me to connect with some new people, The assignments because they are time consuming
The content in this class is fundamental and interesting to my career goals. ,"I found the concepts easier to digest, but hard to execute them and do coding on python. "
I enjoyed having mostly review for the first couple weeks of lecture like with Github repositories and how they work. I actually like the lectures overall as they’re easy to follow.,The fact that this is a group project based class means having to reach out to other classmates. It’s difficult trying to adjust to how other people like to do things and have to spend time to come up either with some middle ground or just go with what the majority says. It’s anxiety inducing sometimes.
The ability to complete the course asynchronously.,Quizzes seem a little unnecessary. 
Lectures introducing data science,Weekly Discussion and Assignments having lot of overlapping parts
I have enjoyed diving into the assignments and really understanding how to generate plots and represent my data with things like seaborn and matplotlib.,"I have least enjoyed troubleshooting errors and debugging my code, but even then, I liked finally figuring out where I went wrong and how to fix the issues."
I like the datahub system it keeps machine learning stuff very organized and I am not required to run it on my own computer or even with colab,The assignments feel at time tedious and a bit like busy work
The team project.,The assignment sometimes were too complicated
I quite like it as a systematic review of many of the data science tools I've used before.,Nothing in particular
Engaging assignments with instant feedback and a lot of useful information,I don't have anything in mind that I dislike 
"I personally enjoy the group project. It's fun working in a collaborative environment for me, since I get to here other people's inputs and learn from them.","While I do like the lectures, I personally dislike having to attend them in person since I have to commute to school. Otherwise, there's barely anything I'm dissatisfied with. I think making the course hybrid would be beneficial for commuters."
easy assignments :) ,the quizzes. dont like them at all
One thing I like the most about COGS 108 is that the lectures are podcasted. This makes it very easy to go back and rewatch a concept or topic I wasn't quite sure about after class ends.,One thing I like the least about COGS 108 is the assignments being due on Sunday night. I think if they were due on Friday it would be more helpful so we don't end up working on most of it during the weekend.
I liked the fermi estimations exercise as it shows how we're not the best with estimating or even grappling with the magnitudes of numbers. And hence showing a real need for data visualisation and analysis.,"The discussion sections, went to one and didn't feel a need to go again."
Flexible Schedule,N/A
I have enjoyed the lectures the most about COGS 108. The professor is very engaging and explains things in a manner that makes it easy to remember.,"My least favorite thing about COGS 108 so far is the layout of the class information. Sometimes, it feels like things are hard to find and I think having a website over a github repository would help with that."
"I enjoyed seeing the guest lectures, along with the real life application that we've talked about in class. ",Some of the assignments I feel unprepared even after class. 
"I really like the Github page, it's really organzied",The pace is fast and a lot of self study need to be done for people not familiar with python
The thing I've enjoyed most about this class is the flexibility. I really like how the professor allows us to attend whichever lecture we want and I really appreciate that as someone who has a really busy and spontaneous schedule.,"The thing I've like least about COGS 108 so far is that sometimes it feels like the tutorial on how to use github/jupyterhub is confusing. However, I know that I can figure it out by asking peers or TAs."
"So far, I've enjoyed the assignment sections (A1, A2, etc.) of the course as they've so far been pretty guiding towards how to use pandas, seaborn, etc. in python. I feel like they're a major part in helping me understand and properly implement code for analyzing and cleaning survey data.","I don't have many dislikes in the class but to be nitpicky, I would have to say that I dislike the discussion assignments as they tend to have some vague instructions at times where I end up lost. "
Finding a project that the whole team enjoys. It felt very collaborative,"the assignments. I feel that for me, these assignments are a bit redundant for my prior experience but I understand that not everyone has the same background as I have."
The team aspect of the project!,N/A
I have enjoyed writing code and seeing the results myself in Assignments and Discussion Labs so far.,I have liked least the group project so far because I prefer individual working. 
I liked how most of the questions or examples used in lecture is real data/real life scenarios.,"Lab assignments are sometimes lengthy for the amount of points they are worth, but not such a big deal as they are doable."
So far I've really enjoyed learning about pandas! I've never used python for analyzing data so it's been fun creating visualizations in our assignments.,N/A
"The group stuff are pretty fun. They're decently laid back, and I got to know new people.","The assignments, I guess. They're hardly 'unlikable', but compared to the other materials, I generally dislike any form of assignment with hidden tests or such. If I did something wrong, I'd prefer if I get some form of feedback."
"the content! i find it very interesting, and at this point in my college experience i have not had many classes where i see things implemented in the real world.","the python assignments. they're honestly okay, but it can be a bit hard to parse through everything because it's all just text. maybe some more visual space would help make things more digestible!"
"the lectures! quite interesting and as a business major, cogs isn't in my career path fully but i feel that i have been learning something new. ",the group project. One of the member has been trying to take control and in the process has confused the rest of the group regarding the guidelines of the project. 
"What I have enjoyed the most about the class is the way we focus on one project that I can put in my link, which gives me some experience with these types of projects. As well I feel like with the other assignments it's making me understand python as I go through the assignments and discussions
","Honestly, I have been struggling a lot with the assignments that we have like A1, A2, etc. Honestly, the rest of the class is designed especially for this course type of course learning as we progress through the course and project."
Content of lectures and opportunity to work on a project of our choice,"I wish the due dates were a bit more spread out. For instance, having all programming assignments, discussion assignments, and other project-related tasks due on Sunday can feel a bit overwhelming. However, I do appreciate that we’re given late days if needed."
The lectures,I struggle with the coding assignments
"I enjoy the practical aspect of the learned material in this course. The professor not only covers the skills required to process and analyze data, but also investigates the ethical and moral implications of personal data and data analysis. ","So far, the thing that I have liked least about COGS 108 are the discussion labs. While they do somewhat help for the assignments, I feel that the connection is not as clear or intuitive as it should be."
I enjoy the structure of the lectures. Think/Pair/Share is a nice interactive part of lectures and it's really helped me learn more about data science and apply these skills towards the project. ,Honestly the quizzes are annoying.
"Assignments and ""discussion"" assigments are very straight forward with adequate amount of time to complete each one. Everything being due on the same day every weeks helps with my work flow.",I wish the lecture slides would be divided into days instead of per week so that it would be easier to keep track of the content.
I really like the interactive lecture attendance quizzes that make me reflect and think about the content.,"I haven't liked the repetitive nature of the discussion assignments sometimes, and would wish they were more concise."
I really like how the class is based. The idea of having a final project we get to work on throughout the quarter is honestly a really cool concept. I think doing that and spending time working on a meaningful project that can also be put on my resume at the end of the class is great. ,"I think maybe there could be a better way to choose groups when it comes to the final project due for this class. I think I got lucky with my group but I was honestly a little stressed at first since I didn't really know anyone coming into this class and wasn't sure if using Ed was going to be helpful in me actually finding a group. I know it's a really big class so the way we did it was probably the best way, but maybe there are alternatives in helping distribute people in groups based on potential topics of interest. "
I have enjoyed learning how to use Python to create visualizations for data. I like to try the different matplotlib plots and seeing how different plots can communicate different things.,I would like if we went over a bit more of the coding aspect in class.
I have enjoyed listening to lectures the most. It has been really interesting doing the quiz questions in class and learning about all the different topics.,"I have least liked doing the assignments as I feel I cannot find the right guidance and resources to do them. During discussion, most people are confused, and peers are also confused when I ask questions outside of class."
Expanding my familiarity with python (which was a language I had no experience in before) as I feel like I'm investing time into the development of a skill that will help me in a lot of different contexts in the future.,I missed about a week of instruction because I was sick and I still feel like I'm having to run to catch up with material so that I understand assignments when they are due.
"the skills about data cleaning, analysis are really useful",:)
I have enjoyed being able to actually practice coding in use as opposed to other coding classes I have taken,"I think having multiple assignments due on the same day makes it slightly hard as other classes I am taking at the same time do the same, giving me many assignments due on a single day. "
"I enjoyed the lab assignments (D series) the most in COGS 108. It led me to learning more about data science the most, and also helped me learn practical application of it.","I have liked the lecture portion of COGS 108 the least. I feel that although it is engaging and interesting, I find it a little difficult to learn enough from them and often have to research a lot on my own."
I think just begin able to see what students were able to do in past projects has been really cool through that one activity. Also just being able to see the cool things one can do with data through the examples in lecture -- like how this google form can be analyzed -- has been super cool. Being able to inch my skills closer and closer to that has been something that I think is really cool.,"I think it has been difficult for me to be working in a larger group and getting to know them. Making sure we are up to date with everything that we have to do has been kind of difficult, but it is not something that I would say that I dislike, it's just something I am not used to."
The group project and research have been interesting.,Weekly quizzes but I just forgot them often.
I really enjoyed learning how to use jupyter notebook especially working with data frames and data visualizations.,"Personally, what I least liked so far was doing D3 since it felt like the difficulty just jumped compared to the two discussions before it."
I have enjoyed the coding assignments. I find coding to be a sort of puzzle that I can try to figure out.,I have not liked the 9am class time. I could not sign up for the later time and I do find that my focus is not as good that early in the morning.
Group work,"Nothing, all good :)"
I like the discussion where we are able to practice the different package within Python. ,I think each week there is many assignments that we have to finish so the class takes up some time to do. But I would agree we are able to better understand the material. 
I have enjoyed doing the assignments and labs. I enjoy working with pandas and python.,"There has been a bit of a learning curve with using Seaborn, so I would say that's what I've liked the least."
I enjoyed the guest lectures. I enjoyed the different perspectives and reassurance these professionals advised from various backgrounds. I also enjoy how every assignment is due on Sunday.,I don't particular enjoy the lecture quiz since I don't really gain much from it.
"I have enjoyed attending the lectures and working through examples to learn how to utilize python (specifically pandas) to process and work with data, it has been really interesting to learn about and to work with it hands on. The lectures help lay a nice foundation for taking on the parts of the course we need to do on our own, so it's quite enjoyable to go to lecture and gain that understanding.","Some of the assignments have been a little bit difficult at times, it can be annoying to run into a problem that you don't know how to solve. But I can't really say that there is anything I've strongly disliked so far in this class, I've mostly enjoyed and been content with the work load and the content in this class. I guess GitHub was a little bit tricky to figure out and feels a little bit tougher to do, but it is interesting and undoubtably useful. "
The assignments are very interesting because they have real life applications. I can see the real world effects of the skills we gain from these assignments.,The assignments are difficult and very time-consuming. 
working on the project. I like that we have the freedom to work on a project topic we actually enjoy. ,"the number of deadline, we really need to stay on top of all the work."
"I really enjoyed the lectures about data visualization. It was cool to see the various ways of plotting data, and the interesting insights that can be drawn from these plots.","I haven't really liked the slow pace of the class. For example, we're more than half way through the quarter and haven't written any code for the project."
"One thing I have enjoyed the most about COGS 108 so far is the collaboration aspect of it. While we are just kickstarting the project, being given full creative freedom over our projects is something that I enjoy.","The assignments are manageable but it is very heavy in terms of content. A lot of the content is very much words and text, and as a visual learner, I would like to see more things like that. "
"I enjoyed learning about the different dataset visualizations and being able to better understand what it takes to make changes to a project on Github, while working in a team. ",The challenges faced when trying to understand Github. I still struggle with committing the changes in the proper format to not disturb the flow of the work. 
"I loved learning the way data is collected and how it is used. Especially on how its made into these beautiful graphs. Visual data is beautiful data, and being able to learn how to do that is great.","I don't really like the coding aspect of this class, as I myself don't really like coding. Even with coming from a python class, it's still hard to navigate and learn all this seaborn and pandas material."
i have enjoyed learning about the fundamentals of data science and the most basic applications of them to real life. it gives real meaning to the subject and how it can be utilized in day-to-day life.,I have not enjoyed review too much since I have taken DSC10 and a lot of the topics are review from both courses.
"I like the process of brainstorming data science topic, also deal with dataframes use pandas","I think some of the assignment's writeup are not super clear, therefore I have to spend some time on reading them and make sure I did the right thing through the working process."
"The hands-on, practical approach to data science. Unlike theory-heavy courses, this class emphasizes implementation and experimentation, which aligns well with how data science is applied in the real world. I appreciate the focus on trying different methods, making mistakes, and learning from them, as this mirrors the trial-and-error process of real data work.

Additionally, I find the group project component particularly exciting. Collaborating with others to tackle a real-world data problem encourages teamwork, communication, and problem-solving—essential skills for a data scientist. The emphasis on exploratory data analysis (EDA), machine learning, and ethical considerations also makes the course comprehensive and engaging.

The flexibility in lecture attendance, the structured yet adaptable schedule, and the inclusion of discussion sections for additional support are all aspects that enhance the learning experience. Overall, the balance between guided learning and independent problem-solving makes this course both challenging and rewarding.","So far, what I have liked least about COGS 108 is the weekly quizzes with a single, timed attempt. While I understand the goal of reinforcing lecture material, the 15-minute limit can feel a bit rushed, especially when trying to carefully read and think through each question. Given that the quizzes are open-notes, I think a slightly longer time frame would allow for a better balance between testing knowledge and reducing unnecessary pressure.

Additionally, the group project structure, while valuable, can be challenging when it comes to coordinating with teammates. Since everyone has different schedules and work styles, ensuring equal participation and meeting deadlines requires extra effort. It would be helpful to have more structured check-ins or built-in mechanisms to address team dynamics early on."
I have enjoyed being able to use the code in the jupyter notebooks to follow along with lectures as it really helps me understand and learn what the code does during the lecture.,"I dislike having unclear instructions in the notebooks, which confuse me on what each cell should contain. For example, in D4 there was a part where you have to make a year column for the politics Dataframe and put that code in the cell. The markdown text before that cell also says to make a plot with the x-axis being changed to 'year' instead of 'congress' and to categorize the lines on the graph by party. I interpreted this information as having to put the code for adding the year column and the code to plot a graph showing the age over time with different parties in the same cell. This lead to my confusion when there was another coding cell with text that tells me to change the x-axis from 'congress' to 'year'; and another cell that told me to show age over time by party. It left me questioning what code to I put in each cell."
The labs on datahub are interactive and fun to figure out.,"Too many things to keep track of, also datahub is hard to sort through once there are many assignments."
Being able to work with real data through the lectures and hws.,Datahub freezing or stuttering is the worst part. I have to constantly kill the kernel and rerun everything which is not frequent in my local environment.
The engaging lecture style and being in a class with my friends.,N/A
"Easy-to-follow lectures, real-world examples of concepts taught in class.","Repeat info of what I've learned before, but that's just a personal thing. Good to review knowledge, though."
"Discussion section, There are very helpful to work on Labs and Assignments and even project with your team","Everything is due on Sunday, and sunday is my recovery day"
I’ve enjoyed the flexibility of lecture times ,NA
Group project: I like how we are all taking our project seriously and working on it together. ,I wish the class has an online option without missing out on attendance.
I enjoy the Discussions and Assignments because the way they're formatted is very easy to follow and helps me actively learn and practice the content.,"This is more of a personal issue, but I've learned a lot of Python material similar to the things we've been doing in COGS 108 in previous courses, so most assignments are more like refreshers to me than learning new content."
"What I enjoyed most was that this course closely combined data science with practical applications, which helped me better understand the course. In the process, I learned to use Python programming and data analysis. And my collaboration with other team members helped me learn better through teamwork.","I think the most challenge is that the workload and pace of the course are a bit fast, and sometimes I need to spend some time writing and debug."
I have enjoyed accessibility of the tutors/tas/prof,There is nothing that I have actively disliked so far
Learning new things. Pretty cool to see some things that I did not know before.,"Jupyter notebook is kinda weird, but that's probably because I never used it before"
Yes. The course is very structured and the materials provided are helpful. But the workload can be a bit stressful.,The workload can be stressful sometimes.
"I enjoyed the lectures and the structure of the class, which allows us to explore and learn a lot about data science and how to effectively work and manipulate data.","I think that overall, the course has been great as it is, and I think that it might be useful to incorporate more live coding and tips for working in pandas in class, as it can sometimes get a little confusing about with the different functions and how to effectively use them."
I have enjoyed the group projects the most. Being able to work together on a big coding project and doing on something that we have a common passion on is very nice.,I have least liked some of the datahub questions as some of them had some weird errors that were hard to debug.
Learning different data science technologies that will be useful in the industry.,The labs. They're a bit tedious.
I think i enjoyed learning about how to find and manipulate data. I think learning applicable skills for the real world allows me to boost my resume and widen my skillset. Taking classes like these feel most beneficial to my future and career.,"I think i liked the quizs the least, however they play a very small role in the my grade overall. It feels like more of a hassle more than anything, however I can see the purpose behind it."
Doing the project,Inactive group members
The assignments ,Nothing 
"I have enjoyed getting to really understand how to use the python libraries (pandas, numpy, matplotlib, seaborn) on analyzing data. I've heard of these libraries many times before but never got to try them out myself. I think these are very powerful tools that can be used effectively for analyzing and visualizing data.","So far, I least liked having to go to class at 9am, which is why I often skip class and just look at the podcast. I know this is my fault and not the course, but this is the only thing I can think of :)."
"I really like how the workload in this course is structured. Having multiple styles of assignments, quizzes, assignments, labs. I appreciate how assignments are every other week. I also enjoy how interactive the lectures are, the qr codes allow me to think about the information being presented. ","I feel that there isn't much time in the lecture speaking about the projects and what is expected from us in detail. I understand that it is to allow students to be creative and have free reigns, but for those who are newer to data science, it is a bit overwhelming. Sometimes, I do not know which data science methods to use, especially.  "
I enjoy the engaging lecture and how creative the projects can be! Leaves a lot of room for creativity and it's not a linear!,Workload can be a bit much from time to time. Weekly assignments can be quite overwhelming. 
I have enjoyed most about the lecture content of COGS 108 the most. I think the lectures conveys information in a very comprehensive way that makes me learn a lot about data science and coding. I also like how the lectures also include other non-coding aspect of data science such as ethics that make me gain a more complete picture of data science.,"I have liked least about the amount homework due each week. For some of the weeks, an assignment, a lab, and a quiz is due on same week, which is a lot of loading for computational homework for a week (especially for a person not familiar with Github and coding)."
I have enjoyed the engaging lectures,I dislike coding a lot
The fact that is is practical and we have alots of choise for the group project. ,How we dive right into python and it's been pretty hard to do the assignments.
Manipulating data,"setting up, we had GitHub lectures for over a week which I think was a waste of time"
"I like the collaborative process in COGS 108. I've never used GitHub before in this way, so pushing and pulling changes in the repositories while communicating with your teammates feels very new and productive to me. It's fun to do so.","I don't like how non-beginner friendly COGS 108 is in regards to GitHub. I think the lectures did help a bit, but for the initial assignment, I had to search up tutorials on how to do a lot of things. I also was very unaware of most of the vocabulary and how to set up ""git bash"", so I had to do my own research."
"The way you explain things so well, the way you encourage discussion and participation, and the way you organize class!","Probably the fact that I have to get used to the Python syntax, because it feels frustrating to have to learn to speak a language even when I know what I want to do conceptually. "
"I enjoy the lectures and the topics discussed, they're very interesting and engaging, and the exercises are fun","The discussions do not feel very productive. Though it's only really 10 minutes of the TA talking, it still feels like there could be more than just what was discussed in the previous lectures"
I have enjoyed data visualization the most because I love how informative and insightful visuals can be. It’s fascinating to see how different visualization techniques can reveal trends and patterns that might not be immediately obvious in raw data.,"Nothing so far,  the class has been really fun. Prof Ellis teaches really well and her in class quizzes are cool."
I've enjoyed having so much time to think about the project and set up a strong systematic approach.,Some of discussion/assignments being too harsh in the assert or not clear in the question has been annoying.
"Learning about data analysis techniques and being able to apply them to a hands-on, self-developed project","The problem descriptions on some assignments can be vague at times. For example, I found myself initially lost as to how the graphs were meant to look on the data visualization assignment, and it took a bit of guesswork to infer whether my plotted graph matched expectations based on the problem description"
I've enjoyed working with my team because it's exciting to meet new people and work on something we're all interested in.,The assignments have been a little difficult.
"Learning about ethics and privacy of the dataset. I feel like it is often neglected, or looked over but taking time to review the ethics and privacy of data handling has been interesting",Team work has been a bit stressful - it is hard to gather everyone.
"Guest Lecture - Fun to hear from practicing data scientists in industry and the mindset to thrive in the environment.

Group Project - Great teammates, opportunity to explore our own interests through a data science lens.",N/A
Labs. Learn a lot,The ability to skip lecture. Lecture should be mandatory.
I enjoyed the flexibility of late days for homework,jupyter notebook file sometimes get corrupted 
I enjoy how the homework walks us through how to do each step and why we are doing it. I think things like this help me learn the most by making me figure it out myself and actively look out for which functions to use at what times.,"The quizzes can be stressful at times because of the short time limit, but it overall isn't too bad. "
I have enjoyed the ability to meet new people through this project oriented class.,I don't like how the assignments and discussion work is on a separate portal. It's just a personal preference on how I am use to coding.
I enjoyed learning about code so far in COGS 108.,I least liked going to lecture because my lectures are the early ones.
"I have enjoyed the structure of the class overall. Professor Ellis's lectures are engaging, especially as someone who was not very familiar with data science before this class. I particularly like the Google Form questions during lecture because they help check my understanding. ","Some of the questions on the weekly quizzes have seemed either vague, or I don't believe they were emphasized/covered in class enough to warrant being on the quizzes. "
Learning about Machine Learning!,Nothing
"One of the most fascinating things that ive learned in cogs was being able to condense such information dense topics into small graphs, like the recent discussion 4. This would be able to help developers decipher information faster than trying to read through an article/numbers",One of the things that has been frustrating was adapting to the trial and error of coding. The endless errors can be a struggle but once a code works it’s really nice and satisfying since it is your own code.
Project,Hard to attend every lecture
Just learning about the data science in general. I've always wanted to try and using datasets from Kaggle but haven't got to.,"Jupyter is cool and interesting, but it is sometimes laggy and hard to use."
"My favorite part is the weekly assignments on jupyter. Even though I am not a huge fan of coding, seeing my code go through without any errors is pretty satisfying and fun. ",I am not a big fan of coding so just some general unhappiness with how much we have code. 
I’ve enjoyed the pacing and straightforward lecture style. The slides and visuals are very helpful.,I’m still getting used to github so that learning curve has been the most difficult 
I've enjoyed refreshing myself with Python and working with my group on our project.,Discussion 3 was surprisingly difficult.
Learning about a whole new field. As a bio/neuroscience major it’s cool to add new tools to my skillset. ,Probably the difficulty. For me it’s like a blurred language I’m trying to learn. It’s cool to learn but gets frustrating along the way 
"I've enjoyed the organization of the class. Specifically, I have liked the variety of course work from labs, assignments, lecture notes, GitHub to quizzes. It helps me learn when I have multiple sources of learning rather than just lectures and coding. I like moving between platforms, keeps my mind engaged when I can shift through various tasks.",Having a couple of unmotivated students in my group has made the project a tad more labor intensive than I'd prefer. Hoping that will change as expectations are communicated.
"I enjoyed the lectures and the way she explains certain concepts with the tone of her voice, it doesn't sound monotone, and makes the content interesting. ",I have liked the least is how general the projects are without going to office hours. Maybe including a video outline x y and z and what a highly graded project would look like. 
Selecting peers for the group project is comforting. I also enjoyed learning about different graphs and their purposes.,I feel like the final project concepts and process could be emphasized more during lecture. A more week to week guide would be appreciated.
"The discussion assignments, I think they cover a lot and are really helpful","assignment length sometimes, but this really isn't an issue"
being able to code a program that creates  graph or form of data visualization,navigating github can be a bit tricky
Working with data and writing code to analyze the data,feels a little unstructured/not enough guidance on some homework assignments
"Yes, it has been pretty interesting","The coding, only because it can be pretty complicated at times."
"I have enjoyed the lectures and found it very interesting, engaging, and interactive. ",The group project can be a bit challenging for me because I am still new to Github/coding and found it challenging to work and communicate with my team at some points. 
"I really like the engagement, especially with the quizzes that we take during the class (and how it reveals the score, which while it is not for credit, makes them really fun to take!!). I also think that everyone has been really helpful, especially when asking questions over discussion and on EdStem!","My least favorite aspect is how we have some weeks where we have a bunch of assignments all due on the same day, usually a mixture of a lab, assignment, quiz, or something project related. This can sometimes get overwhelming, especially when we need to make sure that we have turned everything due that day. But I think it can be manageable if we do the work earlier, especially on assignments as they get released for a good amount of time before needing to turn them in. I also think slip days help with the amount! "
"class vibes, feels interactive",myself because i struggle whhen i fall behind
"I like applying coding concepts to real-world examples. It feels like I am seeing how it can be used in a career/research, which is exciting!","Because my coding background is just COGS18, I feel kind of lost in my understanding of proper syntax/pandas concepts. I have a good grasp of python fundamentals, but troubleshooting is really difficult when concepts are applied to the labs/assignments."
Looking at different ways of interpretating the data.,Coding
I enjoy the assignments and the vast amount of visual representation tools that we are using. They are very useful for the future and toward my current personal/career projects.,"As much as I like the assignments, with all the different aspects of the course it can seem a little daunting at times. Perhaps making the Discussion assignments optional would help, however they don't make the course too too difficult. "
"Lectures have been easy to watch as it is hard for me to commute often, but the accessibility to watching lectures online makes it easier for me to be able to keep up with the curriculum",i think everything is working fine atm. 
Group Project,Some lectures felt unnecessary
"I've most enjoyed learning about how to properly use EDA and pandas data wrangling. This is due to the fact that I want to be in the data science/ML field for my career, and as such, need to know how to properly use data and prepare it for projects I may need in the future. ","I've probably least liked the section of the course on python review. I know it was necessary for students who may have needed it, but felt boring when I've already done python programming for awhile. "
I've been enjoying reviewing python and learning more about Pandas compared to COGS 18. I hope we can work with more data sets and get more practice so I don't have to google things as often:),"The part I liked the least so far was how quickly we went through seaborn. I would like more practice with that, since we just had the one discussion lab where it was pretty intense and then the assignment was some matplotlib. I feel like I will be able to figure it out for the group project, but I wish we could have spent more time on it."
"I've enjoyed all the practice with python, it has felt very useful and important to my learning not just as a data scientist but a 21st century student","I've not liked that this class is a group project, I've had a lot of bad experiences with group projects that have made me generally not like them."
I've really enjoyed the pace and attention to detail in the lectures. Its obvious Prof Ellis has a clear understanding of how she wants to go over the course material and it reflects the quiz material and project really well.,I wish we'd go over the project a little more. The structure of learning new information and keeping up with the assignments and the project can be a little overwhelming for just one class.
"I think the most enjoyable part of COGS 108 so far is the manipulation of the data. While it's quite difficult, I think it's really cool to see how it all works.",I think the part I've liked least is how much prior knowledge we need for this class. It's not super clear and my group and I are having a hard time figuring a lot of things out. It would be nice to know when something is new information and when something is expected prior knowledge so we know when we should already know something or not. Otherwise we just feel a bit crazy not knowing how something works.
"I've enjoyed doing more python. During COGS18, I enjoyed getting to understand python. Though it's more difficult now in this upper division class,  I still enjoy getting to understand and be more knowledgeable about what I could do with python even if it's more based on data science.","Although GitHub is a huge part of this class, I don't enjoy it as much. I think that it's quite difficult to understand even the basic parts of it. I don't really understand it as much, even if I tried to watch a few videos on it, which makes it more difficult to do."
