enjoyed_most,enjoyed_least,,,,,
"I like how easy it is to learn in this class.The labs and assignments are challenging, but never impossible and I always finish each one walking away with something I learned.","Honestly, as a CS major taking this for an elective, I really just wanted to work with friends on the project. I feel less motivated and I care less about the project topic. I will still do my work of course, but it will be out of obligation rather than interest.",,,,,
Progressing my coding knowledge because I think it will be a very useful skill in the future even though I'm not focusing my future into any sort of software development.,I mean the speed is something that you have to get used to here at UCSD because of the quarter system but I do think that it's pretty fast which makes it difficult sometimes.,,,,,
engaging lectures with checks for understanding,lab/assignment instructions can be unclear; sometimes feeling like we have to google everything ourselves/self-teach to complete the work (concepts/methods not explained in lecture or discussion),,,,,
What I have enjoyed the most about the quarter so far is the ability of learning new things. I used to think that programming in python was complicated but now I know that that is not the case.,"The thing that I have enjoyed the least has nothing to do with the class, it has to do with the weather. My plan was to attend every single lecture in person but with the past rains it has made it hard to do so.",,,,,
I Like to work in groups. Most of my data science classes have been solo.,"I dont like how all the information is spread out through different websites, canavs, github, piazza.",,,,,
"I've enjoyed how guided the lectures and notes are because when I took CSE8A, I struggled to follow along lectures and was nervous about approaching coding, but Dr.Ellis' way of instructing makes me feel much better and confident in coding.",I don't have anything I like least about COGS 108!,,,,,
I enjoy looking at and learning about the data sets in assignments and actually learning from the data and visualizing it.,nothing,,,,,
"I think the thing I have enjoyed the most in this class so far is the content, it is very interesting learning about data science and more specifically applying coding to it.",The thing I have liked the least about this class so far is not having designated time to work on the final project.,,,,,
"It doesn't have heavy work, and everything is on the track for me.",N/A,,,,,
many hands on experience and example of actual use case and application on real world data,too much work,,,,,
"the assignments, because they're fun & not that difficult","the group project, i don't like talking to random people & it's been kinda stressful so far trying to coordinate with them",,,,,
Definitely discussions and assignments. These helped me to have a deep understanding of the class materials.,Group work so far. There's no problem with my group but I personally do not like group work in general.,,,,,
Learning about how to use an manipulate data especially with pandas and using more logic than code to show how one thing relates to another,The lectures go over general topics but I think practical problems that can be solved in class and then talked about with a partner and then explained by you would help us understand the topics better,,,,,
I like the pace of the content,My group project has a lot of different majors so working together is harder than expected,,,,,
"I have enjoyed the group project. I have been pleasantly surprised by how well each of us get along, especially given that the groups are randomly assigned. Moreover, I love the freedom we have in choosing our research topic.","The weekly quiz, discussions, and assignments are a little bit stressful to keep up with each week.",,,,,
The lectures have been interesting.,The assignments are difficult so I have least enjoyed them.,,,,,
Learning how to use python in a different application than I was taught (I learned Python through CSE 8a) and it's just fascinating in general to see data generated and visualized.,"Sometimes it's a bit confusing to remember the parameters that need to be passed for different functions, and also confusing to remember which functions belong to what libraries or which ones will be best to use.",,,,,
"The consistent support, and warmth that the instructional staff has provided me. I was away for 2 weeks but I have received support tat goes above and beyond and I thank everyone for that.",The lack of structured information and instruction on pandas and seaborn has really left me confused at times regarding assignments.,,,,,
Working on the project ideas with my team,Discussion PA's,,,,,
very interesting new subject that is applicable to all fields,coding,,,,,
Learning through the demo coding in class,"Discussion homework, it is time consuming.",,,,,
Being able to apply what we're learning in lecture in both the labs and assignments. I really enjoy lectures and think they're paced well with a good balance of material.,The assigned group project - I truly would have had such a better experience being able to pick a group or just work by myself.,,,,,
I have enjoyed the Labs the most as well as working in a group for our project.,There is nothing,,,,,
Data visualization. I've never used the seaborn library and hadn't delved too much into data vis before now.,"The pacing seems off in my opinion. I feel that most of what we've learned so far has not prepared us to produce a final project--at the time of writing that is. So far we've only really covered basic pandas operations data vis, and some statistics concepts.",,,,,
Coding!!,This class is perfect. Nothing don't like.,,,,,
"Office hours with Professor Shannon, she is very comfortable to be around and helpful for those who need help","Trying to collaborate with teammates for the project; I don't mean to call out my teammates, but I feel like it is hard to meet at a time when everyone is available.",,,,,
"I enjoy learning about examples of data science projects, because it introduces me to things I haven't thought about.",Finding good data for our topic was a challenge.,,,,,
The assignments are quite engaging and helpful!,I felt like some of the quiz questions were a bit vague.,,,,,
i feel like the assignments and discussion coding has been fun so far!,"the group project is a bit tough just due to the lack of structure, I previously took cse110 before and we had designated group leaders which made it easier as they helped delegate the work. I know it could backfire if some leaders were too bossy for example, but I think I'd prefer being able to be told what needs to be done as opposed to the whole group kind of lost and willing to do whatever on their own.",,,,,
The coding because it is fun,Making graphs,,,,,
I like doing the labs and assignments the most,I like the lecture quizzes the least because they're not as fun,,,,,
Drawing pictures and visualizing data. It is very practical.,Github. It is too messy to work with.,,,,,
I enjoyed learning about python and pandas. I think this is very useful for my career in the future.,"The part I least enjoyed was learning how to plot. To me, plotting is not intuitive and takes a long time for me to understand.",,,,,
the project and freedom to choose our own topic,random teammate,,,,,
yeas,the learning of pandas library,,,,,
I really enjoyed learning about EDA and Pandas since they seem to be super useful.,"The random groups were a bummer, since I really wanted to work with my friends on the final project.",,,,,
I’ve really enjoyed how the lectures are structured and furthering out learning about things we got to see in our discussion labs.,What i’ve liked the least is not necessarily too hard but it’s all i could think of : learning how to navigate github with my group for the first time. I think i’ll get the hang of it after using it more often now that we’re starting project proposals,,,,,
The assignments on jupyter notebook have been pretty engaging and interesting,The extra credit offered in the class could be increased by a bit,,,,,
"My favorite part so far has been doing the labs and the guest lecturer. I really like how they were somewhat challenging but not overwhelming, and I got to practice with the concepts we learned in class. I also really liked being able to hear from a real data scientist.","If I had to say something, I disliked jupyter notebooks the least with how slow it takes to run code can be a little frustrating.",,,,,
Deal with different kind of datasets,group project,,,,,
The use of real world skills,A lot of things toi be keeping track of,,,,,
"I have enjoyed the format of the class. I also enjoyed the use of the notebooks to help me learn Python, as I have always struggled with learning programming languages.","It has been hard to keep up with the material. However, I have been trying my best to catch up. The project looks like a lot of fun though!",,,,,
The labs are fun and coming up with our own project is also fun.,Clicker credit to get EC instead of a live/free website,,,,,
I have enjoyed the part that was discussing the data intuition in which I learned about the myth of power of ten,I think data manipulation is the least I like for the class because I have no prior experience in panda,,,,,
"learning more about working with pandas, numpy, seaborn, and other libraries in python.",N/A,,,,,
I like to spend time learning new coding methods.,Probably hard to find a time to group with the groupmates.,,,,,
"I love how much practice we get with coding, such as in the discussion labs and in the assignments.",It was a little hard to formulate a research question and find appropriate datasets but we figured it out.,,,,,
Labs!! The labs are so interesting and easy to understand. You could see the cleaning and the visualizations so nicely! The labs are also very instructive so we know what we are retrieving.,"It's not what I liked least, but more so hardest part is probably thinking of an effective, data-driven research question for our final topic. My group initially had ""How does the rise of automation influence the skills needed to keep a job?"" (something along those lines) However, the datasets we found were all very web-scrappy and since the issue is still so new, we couldn't find raw data. A lot of the web-scrappy parts were finalized data. We tried to reverse psychology their findings by going through their references but didn't find anything at all.",,,,,
Data visualizations. Experimenting with the ways the data can be plot onto a graph is pretty fun and interesting.,"Working in a team. I'd rather have less or same amount of work for myself, since I know if I miss a deadline, it is entirely my fault, and I don't have to rely on other people either not responding or couldn't make the deadline for one reason or another.",,,,,
I have enjoyed learning about how data can be safely and ethically used. I think this is very important because it teaches me how to responsibly use data,The submission system is kind of annoying.,,,,,
"Prof Ellis' material is delivered in a super approachable and practical manner, which is a refreshing change.",Why are the weekly lecture quizzes released Friday afternoon? I work really hard during the week so I can enjoy my weekends and I would prefer to take the quiz immediately after Friday morning lecture at 0955.,,,,,
accessible information,Heavy workload.,,,,,
"Lecture style is very enjoyable. I am happy to be in an intro class that finally feels like an intro class. Where new concepts are being explained in class and even surrounding topics are also elaborated on, rather than others were they throw you right in.",Possibly the multiple modalities for the class/homework material to be in. Sometimes you have to really search to find the exact course material you wanted. But no big complaints truly!,,,,,
I have enjoyed doing the discussion coding assignments because it really is more focused on learning rather than being graded. I feel like I can code for fun and not for a grade,"I do not like how we have several assignments every other week and it can easily pile up. It tends to be piled on when other classes get busy as well. For example, one week is really light and easy and the next week we have a quiz, discussion assignment, our actual assignment, and then we have to also work on our projects.",,,,,
"The ability to work remotely, this has been a huge help given I have had to do a lot of travelling for my family this quarter.","The group project, I completely understand why we do it in groups, but I just in general do not enjoy doing group work.",,,,,
the discussion projects,not being able to choose project groups,,,,,
i think that the group project has had an interesting and promising start,i don't like how i can't see how well i did on the weekly quizzes after i do them,,,,,
I mostly have enjoyed learning more about python and being able to put it to practice in labs and assignments.,I don't really have anything I dislike about the class.,,,,,
"I like that all the assignments are due Sunday night so it is easy to keep track of, I also like that the instructions for projects are very clear.",I didn't like that groups were assigned as I would've liked it better if we could choose or had the option to choose to be assigned if not.,,,,,
I have really enjoyed the group project so far as it has allowed my group and I to ask a analysis question that interests us.,I sometimes feel some of the wording for some assignment/discussion questions is too ambiguous and some could be refined to be more specific of what the question is asking mostly with proper formatting for the answers.,,,,,
I have enjoyed using datahub and the jupyterhub notebook to complete these assignments compared to other classes.,I don't like how we were randomly sorted into groups for the group project.,,,,,
I enjoyed the overall lecture experience and knowledge about data science. I haven't really come across using data in the way this class is structured. I think it's interesting knowing how there is so many elements you have to considered when doing a research question.,"I don't really have any negative experience so far for the course, or anything that I least like.",,,,,
"What I have enjoyed the most about COGS 108 so far has been being able to learn about data science while also being able to expand and grow my coding skills. This has been able to make me feel more confident in myself and my coding abilities, allowing me to be more prepared to take on future coding projects.",I would say the thing that has been the most difficult for me so far has definitely been completing the assignments for our group project as it has been challenging at times to find times to meet up and has also been stressful to trust that everyone in my group would finish their assigned parts of our group assignments.,,,,,
"Learning Pandas, I really enjoy coding and have found it fun to learn how the pandas library works.",So far I have the class slightly disorganized as I have been a little confused on how to submit assignments.,,,,,
I've enjoyed the collaborative aspect of this class. I'm not super good at coding but my group mates have helped me a lot by explaining things and guiding me through some problems.,N/A i've enjoyed this class a lot so far!,,,,,
I enjoy seeing how to be able to sort through the data. It is tough to remember but I am starting to understand it more.,"Some of the questions on the assignments are tough, but that is honestly understandable and normal.",,,,,
I'm practicing solving real problems,class is too bored,,,,,
"I've enjoyed the collaborative aspect of the course. I typically dislike courses that implement group projects as the final exam/largest portion of the grade, however, I find that it's helped me feel less isolated in the course and more anchored in to the content (facilitating the course content in a practical, independent way)","The amount of deadlines in a week can be kind of stressful, as the labs, assignments, and quizzes stack on top of the group project is quite a heavy workload (with other courses in mind as well).",,,,,
I enjoy coding,I don't like randomly assigned group,,,,,
Learning all the great technique in Data Science; Collaborate with team member to build our project,Lots of things to do each week,,,,,
Course content has been quite engaging! Also lectures are great. I feel like there's a lot of time in between clicker questions for us to really think. I'm enjoying the content!,The group work unfortunately has been a bit hard. The randomness hit my group hard where some members put in the bare minimum when it comes to discussion. We've gotten far but meetings aren't as productive. I personally would enjoy selecting my team (but I am curious about the study results on random versus selecting groups goes),,,,,
I enjoyed the discussion assignments so far because they’re not too difficult to complete as long as you keep up with course content,"I think I have disliked the beginning part of the COGS project because it seemed a bit messy to contact with one another through canvas. In addition, I was personally thrown off guard about the project review assignment when I recently joined my group",,,,,
The thing I have enjoyed most about COGS 108 so far is definitely the Discussion assignments. I feel like the discussion labs lets us get a good understanding of what we learned in lecture.,"The least thing I've liked so far is the ambiguity of some of the questions on assignments and discussions. For example, with graphs specifying what columns should be x and y axis etc.",,,,,
Learning how Python works (I had no idea how to code in Python before this),Working in group projects where an individual did not really contribute :/,,,,,
Understanding how to create data visualizations and which graphs work better than others for specific tasks.,"The slightly more theoretical lectures, although they were still very interesting!",,,,,
"I love the practice we get from discussions and assignments on data science libraries! It feels like in computer science courses a lot of that work is abstracted away, so I appreciate the depth of practice.","I think some of the course content is very broad and a little vague. I wish more examples about some content (like ethics and privacy) can help to get a better understanding of what to look out for, what not to do, etc. Negative examples in general would be great.",,,,,
"I really like the labs honestly. I feel like I learn a lot in the assignment. If I'm confused I look up the operator I have to use and seeing it all workout with no penalty is super helpful and really rewarding. I'm also in another python class right now that doesn't;t use pandas and I've come to realize how much I really like pandas. This is my second pandas class (I took DSC 10) and I'm in CSE 8A right now, and I prefer pandas over typical python.","So far, I don't really have any complaints. If I HAD to pick something I'd say the assignments but it's not that I DON'T like them I'm just not the best coder so it takes me some time. Otherwise it's all good.",,,,,
I have enjoyed programming in python. Both my other major classes require me to code in C. It is definitely refreshing to work on COGS 108. The assignments and discussions have been really interesting.,"I feel that lectures are too fast, sometimes. The different concepts just fly by, so it is hard to keep up with the information being typed into the Jupyter Notebook.",,,,,
the lecture,the hw too much text to read,,,,,
Lectures - They are fun!,So far so good,,,,,
I really enjoy the fact that I can work through jupyter hub and the way the assignments walk me through every step and explains what each part of the code does.,Sometimes lines of code are not explained and I,,,,,
Learning about how to manipulate data.,"Its kind of hard to take notes and keep track of things when there are slides, jupyternotebooks, etc. Not really sure what the solution for this would be.",,,,,
I enjoy the real-world applications to the data analysis,The amount and difficulty of the homework which I find challenging,,,,,
I have really enjoyed going to lecture and learning about data science since Professor Ellis is a great lecturer. I also enjoy how the discussion help me learn to apply pandas and seaborn to dataset.,I have least liked how some questions on the labs or assignments are a little confusing or unclear about what they want me to do.,,,,,
Doing the lab and assignment really helps me improve my practical skills.,Randomly assigned teammate. The work so far doesn't proceed very well.,,,,,
"I like how I can connect concepts I've learned in the past in classes like COGS 9 to hard skills I've developed, this is most visible in the discussions and labs, where we can practice the concepts we learned through code.","I think it may be a bit difficult combining the technical side/coding aspect of the class with the conceptual, since in lecture, the conceptual aspects of data science are emphasized but it can be difficult connecting this to python concepts, which aren't as emphasized.",,,,,
I've enjoyed how complicated concepts are explained in a clear and simple way.,"Although, I do see the positives in collaborating with others, I have liked working in groups the least. I think because there's so little time to get to know one another, it's hard to discover an individual's strengths and weakness to assign them to a role that they could achieve effectively. I'm learning to explain myself and to listen more to others.",,,,,
I enjoy learning about data science! It seems really interesting.,I don't like the early times honestly.,,,,,
I love our in class experimentations on different types of graphs that describe a dataset.,That it is hard to find groupmates to do the project tgt sometimes,,,,,
I enjoy working on the group project the most since it feels like I'm putting the skills I have learned so far to test.,I like the discussions the least. I don't find them particularly helpful so far and it would be more effective if it encouraged discussion with other students.,,,,,
"How well structured the class has been, everything makes sense and new concepts come at comfortable pace.","Not having a mandatory in person meeting for our group projects, at least for the introduction.",,,,,
Understanding how to use plots and charts to make cohesive analysis of large data.,Lack of group meetings.,,,,,
The content of lectures is fun and easy to understand most of the time,Jupyter Notebook because it's very confusing to load s,,,,,
I really enjoy the lectures and how the prof explains everything in such detail,i just dont love how the assignments take so long and how there are hidden assignments that could secretly mess up my score.,,,,,
The set up of Discussion Lab and Assignments. It's very clear to go through each concept.,N/A,,,,,
The team work,the assignments are long,,,,,
The learning about pandas,The project proposal,,,,,
Working in groups,Weekly quizzes,,,,,
